,gameID,target,base_rep,rep_dist,corr_coef
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,2,1,0.31063806054789417
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,2,2,0.4818905281690939
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,2,3,0.4170864600596361
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,2,4,0.34083461765270295
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,2,5,0.5538911952352925
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,2,2,0.267841832946391
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,3,2,0.22629274672643176
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,3,1,0.31063806054789417
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,3,1,0.3289950424694958
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,3,2,0.4383118892517905
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,3,3,0.32294839063091113
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,3,4,0.3263517033904818
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,3,3,0.2162603741730298
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,4,3,0.38255972859177906
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,4,2,0.48189052816909383
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,4,1,0.3289950424694958
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,4,1,0.5407269350167967
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,4,2,0.6391518998347997
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,4,3,0.6096093470415804
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,4,4,0.39392891629401405
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,5,4,0.44200693197235613
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,5,3,0.4170864600596361
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,5,2,0.43831188925179043
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,5,1,0.5407269350167967
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,5,1,0.5422235375694805
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,5,2,0.46155052883755643
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,5,5,0.38696042218126425
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,6,5,0.4672224305016941
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,6,4,0.340834617652703
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,6,3,0.32294839063091113
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,6,2,0.6391518998347997
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,6,1,0.5422235375694805
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,6,1,0.4660411820787805
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,6,6,0.2723970589520814
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,7,6,0.42132323392036414
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,7,5,0.5538911952352925
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,7,4,0.3263517033904818
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,7,3,0.6096093470415803
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,7,2,0.46155052883755643
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,7,1,0.46604118207878054
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,7,7,0.2424400598284297
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,0,1,0.2785951220644171
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,0,2,0.26784183294639097
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,0,3,0.2162603741730298
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,0,4,0.39392891629401405
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,0,5,0.38696042218126425
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,0,6,0.2723970589520814
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_07,0,7,0.24244005982842973
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,1,1,0.3867942224910554
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,1,2,0.4849113599295322
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,1,3,0.27035496265299575
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,1,4,0.5125717596383452
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,1,5,0.4504126847766847
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,1,6,0.45717933001211697
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,1,1,0.2336700071242888
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,2,1,0.38679422249105544
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,2,1,0.5803553907167955
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,2,2,0.2459463997539251
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,2,3,0.31977612763482416
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,2,4,0.37591827649710247
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,2,5,0.5299345218980757
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,2,2,0.506596009717512
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,3,2,0.4849113599295322
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,3,1,0.5803553907167955
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,3,1,0.296204179707493
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,3,2,0.3964304204274575
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,3,3,0.4551172280211367
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,3,4,0.694039222027881
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,3,3,0.5400706306250187
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,4,3,0.27035496265299575
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,4,2,0.2459463997539251
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,4,1,0.2962041797074931
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,4,1,0.05791961492500705
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,4,2,0.05781105999809179
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,4,3,0.2502092928423968
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,4,4,0.3773108031514157
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,5,4,0.5125717596383452
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,5,3,0.31977612763482416
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,5,2,0.39643042042745746
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,5,1,0.05791961492500705
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,5,1,0.5358150698111549
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,5,2,0.38811192590037796
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,5,5,0.20086244017299326
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,6,5,0.4504126847766847
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,6,4,0.37591827649710247
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,6,3,0.4551172280211367
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,6,2,0.057811059998091795
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,6,1,0.535815069811155
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,6,1,0.6344511845338039
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,6,6,0.24631705555661404
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,7,6,0.45717933001211697
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,7,5,0.5299345218980757
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,7,4,0.694039222027881
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,7,3,0.25020929284239685
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,7,2,0.38811192590037796
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,7,1,0.6344511845338039
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,7,7,0.42255394047274836
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,0,1,0.23367000712428881
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,0,2,0.5065960097175121
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,0,3,0.5400706306250187
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,0,4,0.37731080315141574
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,0,5,0.2008624401729933
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,0,6,0.24631705555661404
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_03,0,7,0.42255394047274836
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,2,1,0.3237342142501435
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,2,2,0.023813495338891325
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,2,2,0.21626476852189144
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,2,3,0.24818014063015328
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,2,4,0.44674006581718106
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,2,5,0.13371773330386877
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,2,1,0.3225981646266677
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,3,1,0.3237342142501435
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,3,3,0.07566301964373794
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,3,1,-0.0002952220948840837
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,3,2,0.22364423198084915
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,3,3,0.3623924885972033
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,3,4,0.04773434258140469
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,3,2,0.07458124769257814
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,0,2,0.02381349533889133
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,0,3,0.07566301964373792
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,0,4,-0.17562365895793583
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,0,5,0.07758566801313778
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,0,6,0.07093748547977474
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,0,7,-0.0916109469234924
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,0,1,-0.04380469459316929
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,4,2,0.21626476852189144
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,4,1,-0.00029522209488408365
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,4,4,-0.17562365895793586
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,4,1,-0.013824494636422114
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,4,2,0.02953325179787512
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,4,3,0.08473623022257006
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,4,3,0.09558665677333125
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,5,3,0.24818014063015328
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,5,2,0.22364423198084912
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,5,5,0.07758566801313778
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,5,1,-0.013824494636422113
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,5,1,0.2185389017808486
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,5,2,0.1616475385088384
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,5,4,0.01354374001972781
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,6,4,0.44674006581718106
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,6,3,0.36239248859720324
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,6,6,0.07093748547977476
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,6,2,0.029533251797875124
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,6,1,0.2185389017808486
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,6,1,0.005159475518595313
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,6,5,0.10261563151448291
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,7,5,0.13371773330386877
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,7,4,0.04773434258140469
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,7,7,-0.09161094692349242
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,7,3,0.08473623022257006
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,7,2,0.1616475385088384
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,7,1,0.005159475518595312
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,7,6,0.09551344456594528
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,1,1,0.32259816462666774
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,1,2,0.07458124769257812
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,1,1,-0.04380469459316929
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,1,3,0.09558665677333125
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,1,4,0.013543740019727812
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,1,5,0.10261563151448291
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_02,1,6,0.0955134445659453
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,3,1,0.3999959708866048
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,3,2,0.5798310439996233
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,3,3,0.3788830362140327
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,3,3,0.11664103874242439
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,4,1,0.3999959708866049
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,4,1,0.4707319873550098
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,4,2,0.602210150205551
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,4,4,-0.019328210307993532
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,5,2,0.5798310439996233
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,5,1,0.4707319873550099
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,5,1,0.42971485033765516
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,5,5,0.072287392255193
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,6,3,0.3788830362140327
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,6,2,0.602210150205551
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,6,1,0.4297148503376552
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,6,6,-0.08808587618389911
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,0,3,0.11664103874242439
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,0,4,-0.019328210307993532
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,0,5,0.07228739225519301
0,0051-e13f6f0c-ae9b-4976-8fcd-870cdb75f63f,waiting_04,0,6,-0.08808587618389911
0,0232-52e2508f-1993-48fa-8bb3-3d1bb74dfc40,waiting_01,1,1,0.5728954474098658
0,0232-52e2508f-1993-48fa-8bb3-3d1bb74dfc40,waiting_01,1,2,0.5152768509105581
0,0232-52e2508f-1993-48fa-8bb3-3d1bb74dfc40,waiting_01,1,3,0.15171486456872652
0,0232-52e2508f-1993-48fa-8bb3-3d1bb74dfc40,waiting_01,1,4,0.3322086429367002
0,0232-52e2508f-1993-48fa-8bb3-3d1bb74dfc40,waiting_01,1,5,0.29560541693969994
0,0232-52e2508f-1993-48fa-8bb3-3d1bb74dfc40,waiting_01,1,6,0.5820334340151208
0,0232-52e2508f-1993-48fa-8bb3-3d1bb74dfc40,waiting_01,2,1,0.5728954474098656
